"payment_month","user_id","game_name","total_revenue","new_mrr","expansion_revenue","contraction_revenue","back_from_churn_revenue","churned_revenue","churn_month","language","has_older_device_model","age"
2022-09-01,pLOCMIX+imLIzoDehgdOPA==,game 3,109.89,,,-19.86,,,,uk,false,22
2022-10-01,pLOCMIX+imLIzoDehgdOPA==,game 3,46.80,,,-63.09,,,,uk,false,22
2022-11-01,pLOCMIX+imLIzoDehgdOPA==,game 3,61.92,,15.12,,,,,uk,false,22
2022-12-01,pLOCMIX+imLIzoDehgdOPA==,game 3,41.85,,,-20.07,,41.85,2023-01-01,uk,false,22
2022-03-01,prNQwR2IPPsvGpFgOpcGaQ==,game 3,15.66,15.66,,,,15.66,2022-04-01,uk,false,14
2022-05-01,prNQwR2IPPsvGpFgOpcGaQ==,game 3,95.52,,,,95.52,95.52,2022-06-01,uk,false,14
2022-07-01,prNQwR2IPPsvGpFgOpcGaQ==,game 3,54.30,,,,54.30,54.30,2022-08-01,uk,false,14
2022-10-01,prNQwR2IPPsvGpFgOpcGaQ==,game 3,47.46,,,,47.46,47.46,2022-11-01,uk,false,14
2022-07-01,psERjQAamFwr88Zadc4wcQ==,game 3,13.08,13.08,,,,13.08,2022-08-01,ru,false,22
2022-08-01,PWvj9YoQTtX9FGLgG1CWJQ==,game 3,18.69,18.69,,,,18.69,2022-09-01,uk,false,16
2022-08-01,PydH3c1l9bUvwz7hsiaBOg==,game 3,32.55,32.55,,,,,,uk,false,17
2022-09-01,PydH3c1l9bUvwz7hsiaBOg==,game 3,55.17,,22.62,,,55.17,2022-10-01,uk,false,17
2022-03-01,pz7LUOs9i7xgncmHVxQvOw==,game 3,36.51,36.51,,,,,,ru,false,24
2022-04-01,pz7LUOs9i7xgncmHVxQvOw==,game 3,19.5,,,-17.01,,,,ru,false,24
2022-05-01,pz7LUOs9i7xgncmHVxQvOw==,game 3,39.6,,20.1,,,,,ru,false,24
2022-06-01,pz7LUOs9i7xgncmHVxQvOw==,game 3,89.61,,50.01,,,,,ru,false,24
2022-07-01,pz7LUOs9i7xgncmHVxQvOw==,game 3,52.77,,,-36.84,,,,ru,false,24
2022-08-01,pz7LUOs9i7xgncmHVxQvOw==,game 3,36.57,,,-16.20,,36.57,2022-09-01,ru,false,24
2022-09-01,PzG6g7FMYUPp0RMvXhfesQ==,game 3,36.45,36.45,,,,,,uk,false,34
2022-10-01,PzG6g7FMYUPp0RMvXhfesQ==,game 3,19.23,,,-17.22,,,,uk,false,34
2022-11-01,PzG6g7FMYUPp0RMvXhfesQ==,game 3,13.74,,,-5.49,,,,uk,false,34
2022-12-01,PzG6g7FMYUPp0RMvXhfesQ==,game 3,15.9,,2.16,,,15.9,2023-01-01,uk,false,34
2022-11-01,Q0GNgLhqfwwVwtvQhJt58A==,game 3,21.24,21.24,,,,,,ru,false,24
2022-12-01,Q0GNgLhqfwwVwtvQhJt58A==,game 3,56.58,,35.34,,,56.58,2023-01-01,ru,false,24
2022-10-01,Q6BQCpZ1b6I15evvHZ6xYA==,game 3,27.18,27.18,,,,,,uk,false,17
2022-11-01,Q6BQCpZ1b6I15evvHZ6xYA==,game 3,15.78,,,-11.40,,,,uk,false,17
2022-12-01,Q6BQCpZ1b6I15evvHZ6xYA==,game 3,74.85,,59.07,,,74.85,2023-01-01,uk,false,17
2022-08-01,q8UcdT1sZCl07AqhDVz5ZA==,game 3,115.14,115.14,,,,,,uk,false,15
2022-09-01,q8UcdT1sZCl07AqhDVz5ZA==,game 3,61.98,,,-53.16,,,,uk,false,15
2022-10-01,q8UcdT1sZCl07AqhDVz5ZA==,game 3,33.0,,,-28.98,,33.0,2022-11-01,uk,false,15
2022-12-01,q8UcdT1sZCl07AqhDVz5ZA==,game 3,65.46,,,,65.46,65.46,2023-01-01,uk,false,15
2022-05-01,qEF/fPDQLJPXIx6RiSIP1A==,game 3,21.84,21.84,,,,,,uk,false,20
2022-06-01,qEF/fPDQLJPXIx6RiSIP1A==,game 3,32.04,,10.20,,,,,uk,false,20
2022-07-01,qEF/fPDQLJPXIx6RiSIP1A==,game 3,78.78,,46.74,,,,,uk,false,20
2022-08-01,qEF/fPDQLJPXIx6RiSIP1A==,game 3,48.51,,,-30.27,,,,uk,false,20
2022-09-01,qEF/fPDQLJPXIx6RiSIP1A==,game 3,77.04,,28.53,,,,,uk,false,20
2022-10-01,qEF/fPDQLJPXIx6RiSIP1A==,game 3,17.67,,,-59.37,,,,uk,false,20
2022-11-01,qEF/fPDQLJPXIx6RiSIP1A==,game 3,29.85,,12.18,,,,,uk,false,20
2022-12-01,qEF/fPDQLJPXIx6RiSIP1A==,game 3,28.32,,,-1.53,,28.32,2023-01-01,uk,false,20
2022-06-01,qmZRB16NnnCdNHWUcSyVDQ==,game 3,52.83,52.83,,,,,,ru,false,37
2022-07-01,qmZRB16NnnCdNHWUcSyVDQ==,game 3,86.91,,34.08,,,,,ru,false,37
2022-08-01,qmZRB16NnnCdNHWUcSyVDQ==,game 3,42.87,,,-44.04,,,,ru,false,37
2022-09-01,qmZRB16NnnCdNHWUcSyVDQ==,game 3,16.98,,,-25.89,,16.98,2022-10-01,ru,false,37
2022-11-01,qmZRB16NnnCdNHWUcSyVDQ==,game 3,27.18,,,,27.18,,,ru,false,37
2022-12-01,qmZRB16NnnCdNHWUcSyVDQ==,game 3,41.94,,14.76,,,41.94,2023-01-01,ru,false,37
2022-12-01,qn61TOwEB0RbKsB+v0D9tw==,game 3,17.07,17.07,,,,17.07,2023-01-01,ru,false,16
2022-06-01,QoHEss2e+b385deeX2p39Q==,game 3,41.04,41.04,,,,,,ru,false,22
2022-07-01,QoHEss2e+b385deeX2p39Q==,game 3,99.48,,58.44,,,,,ru,false,22
2022-08-01,QoHEss2e+b385deeX2p39Q==,game 3,71.43,,,-28.05,,,,ru,false,22
2022-09-01,QoHEss2e+b385deeX2p39Q==,game 3,59.07,,,-12.36,,,,ru,false,22
2022-10-01,QoHEss2e+b385deeX2p39Q==,game 3,13.47,,,-45.60,,13.47,2022-11-01,ru,false,22
2022-05-01,qqYyR2vRI+7pgiuyTnVM+A==,game 3,40.17,40.17,,,,,,ru,false,19
2022-06-01,qqYyR2vRI+7pgiuyTnVM+A==,game 3,36.84,,,-3.33,,,,ru,false,19
2022-07-01,qqYyR2vRI+7pgiuyTnVM+A==,game 3,27.03,,,-9.81,,,,ru,false,19
2022-08-01,qqYyR2vRI+7pgiuyTnVM+A==,game 3,41.31,,14.28,,,,,ru,false,19
2022-09-01,qqYyR2vRI+7pgiuyTnVM+A==,game 3,50.91,,9.60,,,50.91,2022-10-01,ru,false,19
2022-05-01,q/Tz1C31XWaBUDrRn2ezDw==,game 3,17.64,17.64,,,,,,uk,false,21
2022-06-01,q/Tz1C31XWaBUDrRn2ezDw==,game 3,72.48,,54.84,,,,,uk,false,21
2022-07-01,q/Tz1C31XWaBUDrRn2ezDw==,game 3,46.89,,,-25.59,,46.89,2022-08-01,uk,false,21
2022-08-01,q+yzIb2a/avnS9k89SDQVw==,game 3,25.83,25.83,,,,25.83,2022-09-01,uk,true,19
2022-10-01,q+yzIb2a/avnS9k89SDQVw==,game 3,19.65,,,,19.65,,,uk,true,19
2022-11-01,q+yzIb2a/avnS9k89SDQVw==,game 3,26.52,,6.87,,,,,uk,true,19
2022-12-01,q+yzIb2a/avnS9k89SDQVw==,game 3,33.81,,7.29,,,33.81,2023-01-01,uk,true,19
2022-05-01,QZBiEFECZAgVl5IkN9/cFw==,game 3,91.17,91.17,,,,,,en,false,16
2022-06-01,QZBiEFECZAgVl5IkN9/cFw==,game 3,41.88,,,-49.29,,,,en,false,16
2022-07-01,QZBiEFECZAgVl5IkN9/cFw==,game 3,166.38,,124.50,,,,,en,false,16
2022-08-01,QZBiEFECZAgVl5IkN9/cFw==,game 3,205.05,,38.67,,,,,en,false,16
2022-09-01,QZBiEFECZAgVl5IkN9/cFw==,game 3,252.66,,47.61,,,,,en,false,16
2022-10-01,QZBiEFECZAgVl5IkN9/cFw==,game 3,130.92,,,-121.74,,130.92,2022-11-01,en,false,16
2022-08-01,R6aBG9TzvghZNNmGufy5NQ==,game 3,12.36,12.36,,,,12.36,2022-09-01,ru,false,33
2022-06-01,r9AjQVS2nstu5lpVmDlihA==,game 3,53.28,53.28,,,,,,ru,false,22
2022-07-01,r9AjQVS2nstu5lpVmDlihA==,game 3,24.84,,,-28.44,,,,ru,false,22
2022-08-01,r9AjQVS2nstu5lpVmDlihA==,game 3,29.52,,4.68,,,29.52,2022-09-01,ru,false,22
2022-10-01,r9AjQVS2nstu5lpVmDlihA==,game 3,94.71,,,,94.71,94.71,2022-11-01,ru,false,22
2022-12-01,r9AjQVS2nstu5lpVmDlihA==,game 3,104.46,,,,104.46,104.46,2023-01-01,ru,false,22
2022-12-01,Re0WtVSaiuBn90MFtMRCww==,game 3,74.13,74.13,,,,74.13,2023-01-01,uk,false,14
2022-08-01,RiIlY436bXNX8MIW9vUaAQ==,game 3,25.29,25.29,,,,,,uk,true,18
2022-09-01,RiIlY436bXNX8MIW9vUaAQ==,game 3,79.08,,53.79,,,,,uk,true,18
2022-10-01,RiIlY436bXNX8MIW9vUaAQ==,game 3,23.52,,,-55.56,,23.52,2022-11-01,uk,true,18
2022-12-01,RiIlY436bXNX8MIW9vUaAQ==,game 3,48.75,,,,48.75,48.75,2023-01-01,uk,true,18
2022-11-01,rJEGPACDdmHAmCCp5+QRRw==,game 3,17.13,17.13,,,,,,uk,true,20
2022-12-01,rJEGPACDdmHAmCCp5+QRRw==,game 3,66.99,,49.86,,,66.99,2023-01-01,uk,true,20
2022-08-01,RoTHCVmIeMQXudXxn3ykNw==,game 3,43.62,43.62,,,,,,uk,false,21
2022-09-01,RoTHCVmIeMQXudXxn3ykNw==,game 3,35.55,,,-8.07,,,,uk,false,21
2022-10-01,RoTHCVmIeMQXudXxn3ykNw==,game 3,32.85,,,-2.70,,32.85,2022-11-01,uk,false,21
2022-05-01,RQBsCvxlogTNUidSygqgcQ==,game 3,12.18,12.18,,,,,,uk,false,28
2022-06-01,RQBsCvxlogTNUidSygqgcQ==,game 3,17.07,,4.89,,,,,uk,false,28
2022-07-01,RQBsCvxlogTNUidSygqgcQ==,game 3,29.34,,12.27,,,,,uk,false,28
2022-08-01,RQBsCvxlogTNUidSygqgcQ==,game 3,55.92,,26.58,,,,,uk,false,28
2022-09-01,RQBsCvxlogTNUidSygqgcQ==,game 3,45.39,,,-10.53,,45.39,2022-10-01,uk,false,28
2022-11-01,RQBsCvxlogTNUidSygqgcQ==,game 3,41.70,,,,41.70,41.70,2022-12-01,uk,false,28
2022-06-01,RsmjZqhi61Kd7U5ihaXhDw==,game 3,68.58,68.58,,,,68.58,2022-07-01,uk,false,30
2022-09-01,RsmjZqhi61Kd7U5ihaXhDw==,game 3,20.07,,,,20.07,20.07,2022-10-01,uk,false,30
2022-11-01,RsmjZqhi61Kd7U5ihaXhDw==,game 3,17.94,,,,17.94,,,uk,false,30
2022-12-01,RsmjZqhi61Kd7U5ihaXhDw==,game 3,12.6,,,-5.34,,12.6,2023-01-01,uk,false,30
2022-08-01,RUjQVs2C+H0ejG0h7x1f5A==,game 3,59.88,59.88,,,,59.88,2022-09-01,uk,false,22
2022-06-01,rw8yxS9+t5PvgINa7EhMvQ==,game 3,49.92,49.92,,,,,,uk,true,18
2022-07-01,rw8yxS9+t5PvgINa7EhMvQ==,game 3,72.45,,22.53,,,,,uk,true,18
2022-08-01,rw8yxS9+t5PvgINa7EhMvQ==,game 3,42.51,,,-29.94,,,,uk,true,18
2022-09-01,rw8yxS9+t5PvgINa7EhMvQ==,game 3,103.62,,61.11,,,103.62,2022-10-01,uk,true,18
2022-12-01,rw8yxS9+t5PvgINa7EhMvQ==,game 3,62.79,,,,62.79,62.79,2023-01-01,uk,true,18
2022-05-01,RwtKwrRSrVpyAMRaDyhr8g==,game 3,24.06,24.06,,,,,,uk,false,44
2022-06-01,RwtKwrRSrVpyAMRaDyhr8g==,game 3,63.78,,39.72,,,63.78,2022-07-01,uk,false,44
2022-09-01,RwtKwrRSrVpyAMRaDyhr8g==,game 3,15.21,,,,15.21,,,uk,false,44
2022-10-01,RwtKwrRSrVpyAMRaDyhr8g==,game 3,34.44,,19.23,,,34.44,2022-11-01,uk,false,44
2022-12-01,RwtKwrRSrVpyAMRaDyhr8g==,game 3,22.14,,,,22.14,22.14,2023-01-01,uk,false,44
2022-10-01,S0TSw0AJ4KdmgXzAzX0p5Q==,game 3,19.29,19.29,,,,19.29,2022-11-01,uk,false,23
2022-12-01,S0TSw0AJ4KdmgXzAzX0p5Q==,game 3,34.41,,,,34.41,34.41,2023-01-01,uk,false,23
2022-03-01,s27V1tbCAysovKSY1XcdWQ==,game 3,22.95,22.95,,,,,,uk,false,34
2022-04-01,s27V1tbCAysovKSY1XcdWQ==,game 3,39.48,,16.53,,,,,uk,false,34
2022-05-01,s27V1tbCAysovKSY1XcdWQ==,game 3,12.15,,,-27.33,,12.15,2022-06-01,uk,false,34
2022-07-01,s27V1tbCAysovKSY1XcdWQ==,game 3,13.56,,,,13.56,13.56,2022-08-01,uk,false,34
2022-05-01,S+4OKFlwA3L8VcjOt8TurA==,game 3,15.24,15.24,,,,,,uk,false,29
2022-06-01,S+4OKFlwA3L8VcjOt8TurA==,game 3,29.16,,13.92,,,,,uk,false,29
2022-07-01,S+4OKFlwA3L8VcjOt8TurA==,game 3,19.98,,,-9.18,,19.98,2022-08-01,uk,false,29
2022-06-01,sCKPcG1GIuOo593nRuu1Cw==,game 3,61.11,61.11,,,,61.11,2022-07-01,uk,false,25
2022-11-01,sCKPcG1GIuOo593nRuu1Cw==,game 3,60.93,,,,60.93,,,uk,false,25
2022-12-01,sCKPcG1GIuOo593nRuu1Cw==,game 3,135.24,,74.31,,,135.24,2023-01-01,uk,false,25
2022-04-01,ShEJVi+TtuQlvdw2uetd/Q==,game 3,131.97,131.97,,,,,,uk,false,22
2022-05-01,ShEJVi+TtuQlvdw2uetd/Q==,game 3,27.87,,,-104.10,,,,uk,false,22
2022-06-01,ShEJVi+TtuQlvdw2uetd/Q==,game 3,32.13,,4.26,,,32.13,2022-07-01,uk,false,22
2022-08-01,sQqTFx1o31w2foAIr2LKNw==,game 3,35.79,35.79,,,,,,uk,false,32
2022-09-01,sQqTFx1o31w2foAIr2LKNw==,game 3,49.74,,13.95,,,,,uk,false,32
2022-10-01,sQqTFx1o31w2foAIr2LKNw==,game 3,16.86,,,-32.88,,16.86,2022-11-01,uk,false,32
2022-12-01,sQqTFx1o31w2foAIr2LKNw==,game 3,13.62,,,,13.62,13.62,2023-01-01,uk,false,32
2022-10-01,sthXYk64G/Zkc+7xA3xUbw==,game 2,47.46,47.46,,,,47.46,2022-11-01,uk,false,21
2022-08-01,SwiAKdzn0b+A4XegM5x0Hw==,game 3,12.09,12.09,,,,,,uk,false,16
2022-09-01,SwiAKdzn0b+A4XegM5x0Hw==,game 3,42.27,,30.18,,,,,uk,false,16
2022-10-01,SwiAKdzn0b+A4XegM5x0Hw==,game 3,42.03,,,-0.24,,,,uk,false,16
2022-11-01,SwiAKdzn0b+A4XegM5x0Hw==,game 3,17.16,,,-24.87,,,,uk,false,16
2022-12-01,SwiAKdzn0b+A4XegM5x0Hw==,game 3,101.46,,84.30,,,101.46,2023-01-01,uk,false,16
2022-07-01,Sx/MqN31Cxf6tOSLIiDtLg==,game 2,26.79,26.79,,,,26.79,2022-08-01,uk,true,19
2022-03-01,SyWxmJ+Ha8K2C9UJt8blVA==,game 3,55.62,55.62,,,,,,ru,false,25
2022-04-01,SyWxmJ+Ha8K2C9UJt8blVA==,game 3,16.8,,,-38.82,,16.8,2022-05-01,ru,false,25
2022-06-01,SyWxmJ+Ha8K2C9UJt8blVA==,game 3,63.45,,,,63.45,63.45,2022-07-01,ru,false,25
2022-09-01,SyWxmJ+Ha8K2C9UJt8blVA==,game 3,53.01,,,,53.01,,,ru,false,25
2022-10-01,SyWxmJ+Ha8K2C9UJt8blVA==,game 3,29.67,,,-23.34,,,,ru,false,25
2022-11-01,SyWxmJ+Ha8K2C9UJt8blVA==,game 3,14.19,,,-15.48,,14.19,2022-12-01,ru,false,25
2022-10-01,TamEW7rhOwxDSDgAWZHDnQ==,game 3,12.0,12.0,,,,,,uk,false,23
2022-11-01,TamEW7rhOwxDSDgAWZHDnQ==,game 3,43.68,,31.68,,,,,uk,false,23
2022-12-01,TamEW7rhOwxDSDgAWZHDnQ==,game 3,21.6,,,-22.08,,21.6,2023-01-01,uk,false,23
2022-10-01,tBFTAZra3r5TkHhDubnYyg==,game 3,91.86,91.86,,,,,,uk,false,19
2022-11-01,tBFTAZra3r5TkHhDubnYyg==,game 3,39.99,,,-51.87,,,,uk,false,19
2022-12-01,tBFTAZra3r5TkHhDubnYyg==,game 3,16.83,,,-23.16,,16.83,2023-01-01,uk,false,19
2022-06-01,to3TWHIKMGoINAlfTdWn+w==,game 3,35.34,35.34,,,,,,uk,false,28
2022-07-01,to3TWHIKMGoINAlfTdWn+w==,game 3,15.87,,,-19.47,,,,uk,false,28
2022-08-01,to3TWHIKMGoINAlfTdWn+w==,game 3,19.92,,4.05,,,19.92,2022-09-01,uk,false,28
2022-12-01,TQKB6Cvy+PDZswNNa6Y8Yw==,game 1,13.14,13.14,,,,13.14,2023-01-01,uk,false,20
2022-03-01,T+RA0/fgzbUBLF89D4AEDA==,game 3,16.11,16.11,,,,,,ru,false,23
2022-04-01,T+RA0/fgzbUBLF89D4AEDA==,game 3,45.48,,29.37,,,45.48,2022-05-01,ru,false,23
2022-06-01,T+RA0/fgzbUBLF89D4AEDA==,game 3,31.44,,,,31.44,,,ru,false,23
2022-07-01,T+RA0/fgzbUBLF89D4AEDA==,game 3,65.79,,34.35,,,65.79,2022-08-01,ru,false,23
2022-09-01,T+RA0/fgzbUBLF89D4AEDA==,game 3,18.51,,,,18.51,18.51,2022-10-01,ru,false,23
2022-08-01,tUlbh1G7KYRxmBaQk4RPIw==,game 3,12.18,12.18,,,,,,uk,false,34
2022-09-01,tUlbh1G7KYRxmBaQk4RPIw==,game 3,35.43,,23.25,,,35.43,2022-10-01,uk,false,34
2022-11-01,TVMqvnxKnEuD9k1v8+cI1g==,game 3,17.04,17.04,,,,17.04,2022-12-01,uk,false,28
2022-04-01,TWDA+aUZ8OPMHOtz5cPPXA==,game 3,62.58,62.58,,,,,,ru,false,20
2022-05-01,TWDA+aUZ8OPMHOtz5cPPXA==,game 3,27.42,,,-35.16,,,,ru,false,20
2022-06-01,TWDA+aUZ8OPMHOtz5cPPXA==,game 3,14.07,,,-13.35,,14.07,2022-07-01,ru,false,20
2022-10-01,TWDA+aUZ8OPMHOtz5cPPXA==,game 3,13.92,,,,13.92,,,ru,false,20
2022-11-01,TWDA+aUZ8OPMHOtz5cPPXA==,game 3,14.46,,0.54,,,14.46,2022-12-01,ru,false,20
2022-11-01,UdsILd3VPsla6C2r+wytbA==,game 3,58.17,58.17,,,,,,uk,false,31
2022-12-01,UdsILd3VPsla6C2r+wytbA==,game 3,31.14,,,-27.03,,31.14,2023-01-01,uk,false,31
2022-03-01,Uen3Ap0lnrgWVWJtFCSo7g==,game 3,20.79,20.79,,,,20.79,2022-04-01,ru,false,17
2022-05-01,Uen3Ap0lnrgWVWJtFCSo7g==,game 3,47.88,,,,47.88,,,ru,false,17
2022-06-01,Uen3Ap0lnrgWVWJtFCSo7g==,game 3,55.23,,7.35,,,,,ru,false,17
2022-07-01,Uen3Ap0lnrgWVWJtFCSo7g==,game 3,41.01,,,-14.22,,41.01,2022-08-01,ru,false,17
2022-09-01,Uen3Ap0lnrgWVWJtFCSo7g==,game 3,20.19,,,,20.19,,,ru,false,17
2022-10-01,Uen3Ap0lnrgWVWJtFCSo7g==,game 3,14.85,,,-5.34,,14.85,2022-11-01,ru,false,17
2022-08-01,UFVjte0RzYKTngAiVvjqPQ==,game 3,13.14,13.14,,,,,,uk,false,17
2022-09-01,UFVjte0RzYKTngAiVvjqPQ==,game 3,19.41,,6.27,,,,,uk,false,17
2022-10-01,UFVjte0RzYKTngAiVvjqPQ==,game 3,22.65,,3.24,,,,,uk,false,17
2022-11-01,UFVjte0RzYKTngAiVvjqPQ==,game 3,27.42,,4.77,,,,,uk,false,17
2022-12-01,UFVjte0RzYKTngAiVvjqPQ==,game 3,28.08,,0.66,,,28.08,2023-01-01,uk,false,17
2022-10-01,UIYPIs8zzm4uX6+FZvTqNw==,game 3,14.4,14.4,,,,14.4,2022-11-01,ru,false,19
2022-05-01,UNcp1RmIObUiGNqLDHjNVw==,game 3,28.35,28.35,,,,28.35,2022-06-01,uk,false,16
2022-08-01,UNcp1RmIObUiGNqLDHjNVw==,game 3,38.19,,,,38.19,,,uk,false,16
2022-09-01,UNcp1RmIObUiGNqLDHjNVw==,game 3,69.84,,31.65,,,,,uk,false,16
2022-10-01,UNcp1RmIObUiGNqLDHjNVw==,game 3,38.1,,,-31.74,,38.1,2022-11-01,uk,false,16
2022-12-01,UNcp1RmIObUiGNqLDHjNVw==,game 3,57.06,,,,57.06,57.06,2023-01-01,uk,false,16
2022-10-01,unoAVprNoepzjDQwQzWj6A==,game 3,36.75,36.75,,,,36.75,2022-11-01,uk,false,15
2022-12-01,unoAVprNoepzjDQwQzWj6A==,game 3,55.59,,,,55.59,55.59,2023-01-01,uk,false,15
2022-11-01,URpBYMANMt6h5bDmQtNfwg==,game 3,50.82,50.82,,,,,,uk,false,17
2022-12-01,URpBYMANMt6h5bDmQtNfwg==,game 3,173.67,,122.85,,,173.67,2023-01-01,uk,false,17
2022-05-01,urYfKANRgMuaQO9lQnBgnQ==,game 3,12.66,12.66,,,,,,uk,false,31
2022-06-01,urYfKANRgMuaQO9lQnBgnQ==,game 3,13.26,,0.60,,,,,uk,false,31
2022-07-01,urYfKANRgMuaQO9lQnBgnQ==,game 3,22.35,,9.09,,,22.35,2022-08-01,uk,false,31
2022-08-01,+uszcWROLhovU7doCmFOiQ==,game 2,22.65,22.65,,,,22.65,2022-09-01,uk,false,18
2022-10-01,+uszcWROLhovU7doCmFOiQ==,game 2,36.57,,,,36.57,36.57,2022-11-01,uk,false,18
2022-10-01,UuQtA3rK0dpF7TttUoIAyg==,game 3,21.81,21.81,,,,,,uk,false,19
2022-11-01,UuQtA3rK0dpF7TttUoIAyg==,game 3,59.16,,37.35,,,59.16,2022-12-01,uk,false,19
2022-10-01,ux4Q9iTbOyaU1c/0SKvF7w==,game 3,12.03,12.03,,,,,,uk,false,26
2022-11-01,ux4Q9iTbOyaU1c/0SKvF7w==,game 3,96.42,,84.39,,,,,uk,false,26
2022-12-01,ux4Q9iTbOyaU1c/0SKvF7w==,game 3,28.98,,,-67.44,,28.98,2023-01-01,uk,false,26
2022-12-01,UYHkNfMIVuVaH82KijZH3Q==,game 3,57.06,57.06,,,,57.06,2023-01-01,uk,false,19
2022-09-01,V1hFT6jms7MK4yi6EFdt6A==,game 3,32.10,32.10,,,,,,uk,true,18
2022-10-01,V1hFT6jms7MK4yi6EFdt6A==,game 3,33.09,,0.99,,,,,uk,true,18
2022-11-01,V1hFT6jms7MK4yi6EFdt6A==,game 3,29.70,,,-3.39,,,,uk,true,18
2022-12-01,V1hFT6jms7MK4yi6EFdt6A==,game 3,18.9,,,-10.80,,18.9,2023-01-01,uk,true,18
2022-03-01,V7J42heW8l19wiBJ8UpRyw==,game 3,49.80,49.80,,,,,,ru,false,25
2022-04-01,V7J42heW8l19wiBJ8UpRyw==,game 3,36.84,,,-12.96,,,,ru,false,25
2022-05-01,V7J42heW8l19wiBJ8UpRyw==,game 3,42.72,,5.88,,,,,ru,false,25
2022-06-01,V7J42heW8l19wiBJ8UpRyw==,game 3,31.95,,,-10.77,,,,ru,false,25
2022-07-01,V7J42heW8l19wiBJ8UpRyw==,game 3,67.56,,35.61,,,,,ru,false,25
2022-08-01,V7J42heW8l19wiBJ8UpRyw==,game 3,73.41,,5.85,,,,,ru,false,25
2022-09-01,V7J42heW8l19wiBJ8UpRyw==,game 3,54.24,,,-19.17,,,,ru,false,25
2022-10-01,V7J42heW8l19wiBJ8UpRyw==,game 3,56.64,,2.40,,,,,ru,false,25
2022-11-01,V7J42heW8l19wiBJ8UpRyw==,game 3,22.29,,,-34.35,,,,ru,false,25
2022-12-01,V7J42heW8l19wiBJ8UpRyw==,game 3,110.01,,87.72,,,110.01,2023-01-01,ru,false,25
2022-06-01,v9uJC6CIm0KR00+LpWQUBg==,game 3,30.87,30.87,,,,,,uk,false,18
2022-07-01,v9uJC6CIm0KR00+LpWQUBg==,game 3,94.50,,63.63,,,94.50,2022-08-01,uk,false,18
2022-09-01,v9uJC6CIm0KR00+LpWQUBg==,game 3,18.21,,,,18.21,,,uk,false,18
2022-10-01,v9uJC6CIm0KR00+LpWQUBg==,game 3,34.62,,16.41,,,,,uk,false,18
2022-11-01,v9uJC6CIm0KR00+LpWQUBg==,game 3,72.27,,37.65,,,,,uk,false,18
2022-12-01,v9uJC6CIm0KR00+LpWQUBg==,game 3,87.24,,14.97,,,87.24,2023-01-01,uk,false,18
2022-08-01,va4krMfpHwzELV/AUI7WHQ==,game 3,21.12,21.12,,,,,,uk,false,20
2022-09-01,va4krMfpHwzELV/AUI7WHQ==,game 3,44.25,,23.13,,,,,uk,false,20
2022-10-01,va4krMfpHwzELV/AUI7WHQ==,game 3,58.20,,13.95,,,58.20,2022-11-01,uk,false,20
2022-12-01,va4krMfpHwzELV/AUI7WHQ==,game 3,21.87,,,,21.87,21.87,2023-01-01,uk,false,20
2022-08-01,VAduzk1Og0uicXfMLD3VbQ==,game 3,42.72,42.72,,,,,,uk,false,25
2022-09-01,VAduzk1Og0uicXfMLD3VbQ==,game 3,122.01,,79.29,,,,,uk,false,25
2022-10-01,VAduzk1Og0uicXfMLD3VbQ==,game 3,80.04,,,-41.97,,80.04,2022-11-01,uk,false,25
2022-12-01,VAduzk1Og0uicXfMLD3VbQ==,game 3,21.3,,,,21.3,21.3,2023-01-01,uk,false,25
2022-03-01,Veep00i4vvZbTAVD6GMoiA==,game 3,12.72,12.72,,,,,,uk,false,38
2022-04-01,Veep00i4vvZbTAVD6GMoiA==,game 3,48.33,,35.61,,,48.33,2022-05-01,uk,false,38
2022-06-01,Veep00i4vvZbTAVD6GMoiA==,game 3,36.78,,,,36.78,,,uk,false,38
2022-07-01,Veep00i4vvZbTAVD6GMoiA==,game 3,31.26,,,-5.52,,,,uk,false,38
2022-08-01,Veep00i4vvZbTAVD6GMoiA==,game 3,69.36,,38.10,,,,,uk,false,38
2022-09-01,Veep00i4vvZbTAVD6GMoiA==,game 3,49.53,,,-19.83,,,,uk,false,38
2022-10-01,Veep00i4vvZbTAVD6GMoiA==,game 3,126.84,,77.31,,,,,uk,false,38
2022-11-01,Veep00i4vvZbTAVD6GMoiA==,game 3,14.85,,,-111.99,,14.85,2022-12-01,uk,false,38
2022-08-01,VGEh7S+cxW9PT7H8KNgEGQ==,game 3,324.15,324.15,,,,,,uk,false,24
2022-09-01,VGEh7S+cxW9PT7H8KNgEGQ==,game 3,220.08,,,-104.07,,,,uk,false,24
2022-10-01,VGEh7S+cxW9PT7H8KNgEGQ==,game 3,158.67,,,-61.41,,,,uk,false,24
2022-11-01,VGEh7S+cxW9PT7H8KNgEGQ==,game 3,161.10,,2.43,,,,,uk,false,24
2022-12-01,VGEh7S+cxW9PT7H8KNgEGQ==,game 3,84.75,,,-76.35,,84.75,2023-01-01,uk,false,24
2022-07-01,Vn7Z6/B2x4f/w8R6xVfw5w==,game 3,21.81,21.81,,,,,,uk,false,18
2022-08-01,Vn7Z6/B2x4f/w8R6xVfw5w==,game 3,73.20,,51.39,,,,,uk,false,18
2022-09-01,Vn7Z6/B2x4f/w8R6xVfw5w==,game 3,72.54,,,-0.66,,,,uk,false,18
